text,candidate,source,channel,script
एस्लाई टुडी खेल मा लगेर झुन्ड्याउनु पर्छ । साथै नेपाल सबै पार्टिको टप १० नेता हरु लाई जिउदै जलाए पनि फरक पर्दैन । कम्ती मा जन्म कैद चाइ हाल्नु पर्छ । देश खत्तम बनाएको हुनाले आम कार्बाइ गर्दा पनि हुन्छ । अब देश ले नयाँ बाटो लिनु पर्छ । भ्रस्ट्चार बाट कमाएको अकुत सम्पती कम्ती मा ३ पुस्ता र नाता गोता सम्म को सम्पती मा गम्बिर छान्बिन गर्नु जरुरी छ । स्रोत नखुलेको अवस्थामा सबै सम्पती जफत गरी रास्ट्र को ढुकुटी मा तानु पर्छ । समलग्न परिवार सद्स्य वा नाता गोता सबै कानुनी दायारा मा ल्याउनु पर्छ । एस्त हरामी नेता हरु लाई फेरी फेरी चुनाब मा भोट हाल्ने गोबर लोबी पापी जनता लाई पनि मुख मा गु किच्नु पर्छ ।,KP Oli,election_data.csv,comment,deva
देश र जनताको हितको लागि फेरि पनि एमाले फेरि पनि केपी ओली,KP Oli,election_data.csv,comment,deva
"डिस्ट्रवेन्सलयत्राे छ के हेरेर प्रडक्सन गरेकाे,,गाँजा काे झ्उाप मा ईडिटिङ्ग गर्या हाे कसाे,,आईन्दा यस्ताे भयाे भनी बन्द हाेला है च्यानल😂",KP Oli,election_data.csv,comment,deva
"Ek number corrupt muji kukur oli,",KP Oli,election_data.csv,comment,latin
"Yesto machikne kukur neta re, thuikka muji kukur, We dont wanna see ur face....you fuckn kukur oli",KP Oli,election_data.csv,comment,latin
भदौ २३/२४ निमतिनु को मुख्य बेक्ती।,KP Oli,election_data.csv,comment,deva
यो पत्रुकार यो मादर्चुत ओली यो रन्डीको औलात पत्रुकार छी,KP Oli,election_data.csv,comment,deva
Good and straight questions.,KP Oli,election_data.csv,comment,latin
वलिले जति कुरा गरे पनि वलि कति जीम्मेवारहिन मान्छे हाे भन्ने कुरा जेन्जि आन्दाेलनमा भागेर आफ्नाे हैसियत देखाइहाल्याे।,KP Oli,election_data.csv,comment,deva
Record ramro bhauena hajur,KP Oli,election_data.csv,comment,latin
"Yasta kamjor patrakar,hansera lalakluluk bhaera gambhir rupma eutapani prasna sodhna sakena.Thukka Yasta pani patrakar",KP Oli,election_data.csv,comment,latin
बच्चाको आवाज अन्तरबार्ताकारले नसुनेझै लाग्यो।,KP Oli,election_data.csv,comment,deva
"स्टुडियो हो कि गुन्डुको नवनिर्माण दरबार ? मसिनको आवाजले प्रभावित गर्यो , फेरी अध्यक्ष का प्रत्यासी।",KP Oli,election_data.csv,comment,deva
"Autai party ko manche haru ko gaf chaldai racha yeta, thukka yesto pani interview aray",KP Oli,election_data.csv,comment,latin
खुराफातमा व्यवस्थित एमाले यसका नायक ओली।ऋण बोकाएर भाबि सन्ततिलाई बोझ थप्ने नायक।,KP Oli,election_data.csv,comment,deva
Yo kukur lai kina interview liyako sala napaugsak nalayak,KP Oli,election_data.csv,comment,latin
"Thukka paji , medicine ko double dose khayecha ki kya ho yesle ? 2 tihahi ler aune re . Hahahahaha",KP Oli,election_data.csv,comment,latin
प्रतिक्रान्ति र आतंक पक्कै हो । सरकार बाहिर भित्र कतैबाट पनि देशद्रोही र बिधन्सका मतियारहरुलाइ कानुनको कठघरामा उभ्याउन ढिला गर्नु हुदैन ।,KP Oli,election_data.csv,comment,deva
भान्सा मा भात पकाइराको मान्छे लाई टाइ लगायर पत्रकार बनायछ्न 😂,KP Oli,election_data.csv,comment,deva
यत्ति को महाघमन्डी मान्छे जगतमा कोहि छैन होला ।<br>यहि घटना अरु प्रधानमन्त्री र पाटिको पालामा हुन्थ्यो भने यिनले  बाँङ्गा अौला ठडाएर कति कुर्लन्थे होला। अहंकारी मान्छे।,KP Oli,election_data.csv,comment,mixed
यो नालायक कैले मर्छ यार <br>यो नेपालको लुपन्मुख ब्यक्ति हो छिट्टै माटोमुनी गाडेर राख्नु पर्यो,KP Oli,election_data.csv,comment,mixed
Tero ta dhad bhachna Baki cha,KP Oli,election_data.csv,comment,latin
Sala fata bolni kehi tha xoina vnyarw,KP Oli,election_data.csv,comment,latin
देशको प्रधानमन्त्री को बोली कति गैरजिम्मेवार  !!!!!!,KP Oli,election_data.csv,comment,deva
Randi ko ban chor,KP Oli,election_data.csv,comment,latin
यो असक्ष्यम र सपना जस्तो अहङ्कार मात्र भको छिट्टो ठेकान लाउनु पर्छ सबै भडकाउनु लाग्यो,KP Oli,election_data.csv,comment,deva
sarbocha ma pheri aago lagna sakxa sansad punarsthapana bhayena bhane kina bhane sarbocha ko purba ko najeer bhanda bahira gayera phaisala garyo bhane.,KP Oli,election_data.csv,comment,latin
parda ko paxadi bata ko ko thiye ra desh ma bipaksha ko jimmewari k hunxa.aago lagaune,KP Oli,election_data.csv,comment,latin
parchand RSP ko sadyantra inquri hunu parxa.,KP Oli,election_data.csv,comment,latin
भ्रष्टाचारिको नाइके हत्यारा ओलि,KP Oli,election_data.csv,comment,deva
Yesko gamabdale dwsh karani vako ho,KP Oli,election_data.csv,comment,latin
Kp fataha ho,KP Oli,election_data.csv,comment,latin
यो केपि ( खड्गे) र पत्रकार दुबै गान्धिमाक्सका विर्य हुन- देश वेचिसके- यिनिहरु कथित राजनितिको नाममा अपराध गरेर आएका दलाल हुन् । यिनिहरुको( गान्धिमाक्सको) समुल अन्त गरि हाम्रा मौलिक नेपालवाद( बिभुति) को सिदान्त सहित राजासंस्था स्थापना नगरे देश विदेशीले खान्छ- हामीलाई तातो गोली र बुठ हान्छ । हान्छ हान्छ ।।,KP Oli,election_data.csv,comment,deva
"फटाहा , मुजि  , हुति हारा , भ्रष्ट  ,  कुकुर",KP Oli,election_data.csv,comment,deva
हतेर हो यो केपि,KP Oli,election_data.csv,comment,deva
केपिवलिनेपालि।कोभगवानहो।,KP Oli,election_data.csv,comment,deva
Solty karyakram pura naani sutechha aba daal dadyo hola kati sitty lagi sakyo local bhale jasto lagyo,KP Oli,election_data.csv,comment,latin
Chor gaddar bharastra chari ko interview line media pani jhole nai ho,KP Oli,election_data.csv,comment,latin
"कस्तो लन्ठु पत्रकार रहेछ ,घरि बच्चा रुन्छ घरि कुकरले सिट्ठी बजाउँछ । विचरा केपी बा बालकोट दरबारको राज बाट आज गुण्डाको भान्सामा सरण लिन परेको छ त्यैपनि म नै एमाले हुँ र एमाले नै म हो भन्ने अहंकार जस्ताको तस्तै छ । त्यसमाथि प्रतिस्पर्धामा रुझेको बिरालो जस्तो ईश्वर पोखरेल । सकिन्छ एमाले आगामी चुनावमा । ६ लाख कार्यकर्ता छन् भन्छन् पाँच लाख भोट देसभरमा आउला जस्तो छैन । २०४५ साल देखि रगत र पसिना बगाएको पार्टी आज यो अवस्थामा पुग्दा दया लागेर आयो । ६४ मा माकुनेले जस्तो हालतमा एमाले लाई पुर्याएको थियो आगामी चुनावमा ओली ले त्यो भन्दा दयनिय बानएर छोड्ने भयो । के गर्नु युवा जति विदेसमा एमालेको नेतृत्व लिने आँट भएको कोहि युवा रहेनछन् देसमा ।",KP Oli,election_data.csv,comment,deva
dislike kti aako hola,KP Oli,election_data.csv,comment,latin
Asti darayar questions sodi ratho yo jhole aaj kp ko chhauro rhx..ke sodheko ..ali timepass greko...loser ke kura sunnu ...boycott kp jhole,KP Oli,election_data.csv,comment,latin
यो के पि चोर लाई देशको भन्दा महाअधिबेशन को चिन्ता छ साले भगुवा फुट,KP Oli,election_data.csv,comment,deva
नेपालमा रहेकाहरू  धेरैजसो निम्न वौद्भीकता भएका भेँडाहरू झुण्ड हो । हावामा  कुद्छन । गाली गलोच र पर पीडामा रमाउँछन ।  यीनिहरूलाइ कुराको चुरो वुझाउन एकदम गार्हो छ ।,KP Oli,election_data.csv,comment,deva
प्रचण्ड सग प्र मन्त्री आलाेपालो भन्ने बेला प्रचण्ड सेरे भन्दा ओलिनै ठिक भन्ने जमात थियो रबि अभियान्ता ज्ञानेन्द्रले त हामी साथ दिन्छौ भन्थे  बिस्लेसक डाक्टर हरु ओलि नै ठिक भन्थे  य्यहि भयर संसद बिगठन गरेकाे,KP Oli,election_data.csv,comment,deva
राजाबादिलाई लाग्याे यति गरेसि राजा आउछ रास्वपालाई लाग्यो रबि छुट्छ प्रचण्डलाई लाग्याे मेरै पालो,KP Oli,election_data.csv,comment,deva
Chhi chhi,KP Oli,election_data.csv,comment,latin
केपि छिटो छोड पार्टी,KP Oli,election_data.csv,comment,deva
Yasko mukh maa laamo kochnu parne.hoina kate ghamanda ho?,KP Oli,election_data.csv,comment,latin
"ए तोरी पत्रुकार, कुरो सधारण छ, अहिलेको सरकार अबैधानिक हो भने ६२/६३ को आन्दोलन पछि बनेको सरकार पनि अबैधानिक होला नि।के देश त्यो भन्दा अगाडि लगेर पहिलेकै संविधान ल्याएर राजा ल्याउने?अच्चम छ, देशलाई अगाडि बढाउने सोछ राख्नु छैन आफू सहि अरु गलत भन्ने प्रबृतीले नै यो अवस्था आएको हो। जहाँ पनि खुरापत गर्ने कस्तो बिडम्बना हो?",KP Oli,election_data.csv,comment,deva
सिंहदरबार जलाउने तोडफोड गर्ने कुत्ताहरू र हार्दिक श्रद्धाञ्जली यो घमण्डीलाई सत्ताबाट बाहिर फालौँ छिटो।,KP Oli,election_data.csv,comment,deva
यिनको छोराछोरी भएको भए उनले पनि यिनको कुरा मन पराउने थिएनन् होला? अष्ट लक्ष्मी शाक्य ले कुन्नी?,KP Oli,election_data.csv,comment,deva
Intervew of 🐵DAD &amp; SON 😎This interview is very bad in time.,KP Oli,election_data.csv,comment,latin
Intervew of 🐵DAD &amp; SON This interview is very bad sad.,KP Oli,election_data.csv,comment,latin
Both are Nonsence! Wahiyat gaf...,KP Oli,election_data.csv,comment,latin
बाउ छाेरा भेट भएछ,KP Oli,election_data.csv,comment,deva
Emale vanekai vrastachari parti ho 😂😂😂😂😂😂,KP Oli,election_data.csv,comment,latin
Pressure kukar po adkinxa hola he ai😂😂😂,KP Oli,election_data.csv,comment,latin
"जेन जी ले मात्रै २४ गतेको बिध्वंस भएको होइन रहेछ,जहाँ कंग्रेस ,एमाले ,माओवादी लगायत धेरै पार्टीका नेता कार्यकर्ताहरु संलग्न भएछन् भने सरकार  वा प्रतिपक्षका शीर्ष नेताहरूले आफ्नो कुनै गल्ती नै छैन भनेर लाजपचाउन मिल्दैन ।पहिले तीनकुने घटनामा एउटा निश्पक्ष स्वतन्त्र छानबिन आयोग बनाउनु पर्छ भन्दा पर्दैन भन्ने कंग्रेस एमालेको पूर्व सरकारले हालको सरकारले बनाएको छानबिन आयोगलाई अबैध भन्न लाज लाग्दैन  ?",KP Oli,election_data.csv,comment,deva
भरस्टचारि चुपलाग,KP Oli,election_data.csv,comment,deva
Kp oli jindabad vision vayeko neta salute cha.,KP Oli,election_data.csv,comment,latin
यो द्रोही चोरको अनुहार हेर्न। मन छैन भन्छन् त ।,KP Oli,election_data.csv,comment,deva
Hoina tyo cooker ma chai k pakako hau...vaisi Ko kutta ni ho ki k ho...10 city lagisako ta...ajai pakena😂😂😂,KP Oli,election_data.csv,comment,latin
यस्तो घटिया मान्छे नेपालि राजनितिमा अर्को देखिन।,KP Oli,election_data.csv,comment,deva
"Hatyara oli lai marnu parcha 😡😡Arajakta ko jad yehi fataha,",KP Oli,election_data.csv,comment,latin
हैन यत्रो जलाउने थाहॅा थियो भने किन होसियार साथ protection तिर नलागेको त? तुरुन्तै सेनालाई Road मा २४ गत्तेको बिहान नै army किन नझारेको ? आफै भन्छ मलाई सुचाना नै भएन पनि भन्छ कस्ता भएर प्रधानमन्त्री बसे छ नी ?,KP Oli,election_data.csv,comment,mixed
Yo Kukhyaat Dalal Lootera deshdrohi hattyara Khate ukhane Bahadur paagal lai pakrau garna kina dhilaa 😅 ???????,KP Oli,election_data.csv,comment,latin
Rasta ghati hattiyara kp oli bade rip rip,KP Oli,election_data.csv,comment,latin
A chor vasta Dalal hattiyara oli madar chud yo sabai taile 4osal dekhe sikako hoina ra gunda ko Nike ta hosni main,KP Oli,election_data.csv,comment,latin
"Hajar barsa ma yestu chutiya paida huncha, badluck Nepal ... U will shock in this election",KP Oli,election_data.csv,comment,latin
बाको कुटि अर्को आन्दोलनको लागि तयार गरियोस 😅,KP Oli,election_data.csv,comment,deva
gahan ra gambhir bhayera sabai nepali le sochnai parne ra bujhnai parne mahatwapurna kura garnu bhako xa kp oli le hola katipaye  jawaf chitta nabujhdo bhayepani samagra ma uha ek rastrabadi neta ho ra 23 ra 24 ko aandolan ko  sahara liyera aafno udeshye pura garna deshi bideshi shakti haru lageka hun kp oli lai villian banayer  kp oli sarkar dhalera sampurna jimma kp oli ma thoparera ra kp oli ra amale party lai sidhauna khojiyekai ho bhanne bujhinxa jasko lagi nirdosh zenz yuba haru ko ragat ko kholo bagaune batabaran srijana gariyekai ho bhanne nai bujhinxa,KP Oli,election_data.csv,comment,latin
पत्रकार कथा सुन्दै हुनुहुन्छ,KP Oli,election_data.csv,comment,deva
"Oli should be held accountable for the deaths of young people during his tenure as Prime Minister.<br>It is deeply concerning that the media continues to offer him a platform to speak. Given his track record, he should be facing legal accountability, not media attention.<br>Oli’s actions during the protests—when young citizens tragically lost their lives due to police violence—warrant serious investigation. As the leader at that time, he must take responsibility.<br>His recent attempts to censor social media reflect a broader pattern: suppressing dissent, limiting freedom, and keeping the public uninformed. His approach appears rooted in outdated, authoritarian ideals. It is vital for a democratic society to hold such leaders accountable and uphold truth, transparency, and justice.",KP Oli,election_data.csv,comment,latin
"मैले त्यो इन्टरभ्यू हेरेँ…<br><br>त्यो इन्टरभ्यूमा एउटा कुरा धेरै स्पष्ट देखिन्थ्यो—<br>पत्रकारको भूमिका प्रश्न गर्ने भन्दा पनि समर्थन गर्ने जस्तो देखिन्थ्यो।<br>कुनै पनि पत्रकारको पहिलो जिम्मेवारी हो:<br><br>✔️ प्रश्न गर्न<br>✔️ चुनौती दिन<br>✔️ सन्तुलित कुराकानी गर्न<br><br>तर यहाँ त सबै कुरा पहिले नै तयारी गरिएको स्क्रिप्ट जस्तो महसुस भयो।<br><br>पत्रकारको आवाज तटस्थ हुनुपर्नेमा,<br>यो इन्टरभ्यूमा पत्रकार नै एउटा पक्षको प्रचारक जस्तो लाग्यो।<br>यस्तो इन्टरभ्यूले जनता भ्रममा पार्छ,<br>किनकि मिडियाको मूल्य नै स्वतन्त्र र निष्पक्ष हो।<br><br>र यस्तो घटनाले केही ठूलो समस्या देखाउँछ:<br>नेपालमा मिडिया र नेता बीचको दूरी घट्दै गएको छ।<br>पत्रकारले सत्ता होइन, सवालको पक्षमा उभिनु पर्छ।<br>इन्टरभ्यूले नेताको छवि बनाउने काम गर्नु हुँदैन,<br>जनताको आवाज प्रतिबिम्बित गर्नुपर्छ।<br><br>अन्त्यमा एउटै कुरा:<br><br>पत्रकारिता प्रश्न सोध्नु हो, प्रशंसा होइन।<br>इन्टरभ्यू संवाद हुनुपर्छ, स्क्रिप्ट होइन।",KP Oli,election_data.csv,comment,mixed
"Na cheteko vaneko yei ho <br><a href=""https://www.youtube.com/watch?v=1qhQ4BPE9No&amp;t=4588"">1:16:28</a>",KP Oli,election_data.csv,comment,latin
पत्रकार  गतिलो भएना,KP Oli,election_data.csv,comment,deva
"आन्दोलन  हाईज्याक भयो भन्छन, फेरी बालबालिका युवाहरुलाई गोली टाउकोमा ताकी ताकी किन हानेको ? मर्न त हाईज्याक गर्नेहरु मर्नुपर्ने होईनर? यो त ओलीजीको कुन्ठा र असफलताको पराकाष्ट लाग्यो ।",KP Oli,election_data.csv,comment,deva
Yo Mula patrukar raixa qst sodhana ni darai darsai has era sodherako cha,KP Oli,election_data.csv,comment,latin
dislike kti aayo hern millne banaunu paro ....waha gaphadi.......ukhan tukkka....kin ahile  samm jiudo x yo.....80 jana marne lai kohi t maree diu n.....,KP Oli,election_data.csv,comment,latin
Kp ba sahi neta hun,KP Oli,election_data.csv,comment,latin
KP Oli Go Back from uml party. Crupted and criminal . Plzz arrest to kp oli as soon as possible.,KP Oli,election_data.csv,comment,latin
Gunduma basera gundagardi garnapani ramraihola ta?,KP Oli,election_data.csv,comment,latin
He is mentally sick.,KP Oli,election_data.csv,comment,latin
फन्टुस तर्क नगरौ न हो! यत्रो powerful PM भएको मान्छे!,KP Oli,election_data.csv,comment,mixed
I love you kp baa ❣️❣️,KP Oli,election_data.csv,comment,latin
Yesto kukur lae  interview lene kasto patrukar?,KP Oli,election_data.csv,comment,latin
महान नेता केपी ओली जिन्दाबाद,KP Oli,election_data.csv,comment,deva
Good kp Oli,KP Oli,election_data.csv,comment,latin
je hos euta samajik sanjal niyaman tarika janena bhaneko baye. ..kuro gatlagdo chha,KP Oli,election_data.csv,comment,latin
हत्यारा badi bolxas jatha,KP Oli,election_data.csv,comment,mixed
Marni bela hariyo bas,KP Oli,election_data.csv,comment,latin
Desh nai sohaa parne pani pradhan mantri hunxa😂,KP Oli,election_data.csv,comment,latin
गरिब जनताको पसिना बगाएको पैसाको खाएर मौलाएको केपी ओली आजभोलि आफ्नै पैसाले खानुपरेको छ। चेरा परिवर्तन भइसक्यो गरिब जनताको चुसेर खाएको रगत बिस्तारै विस्तारै निस्किँदैछ,KP Oli,election_data.csv,comment,deva
यस्ता मुझे नेताको इन्टरभ्यु लिनुभन्दा गरिब जनताको इन्टरभिउ लिनु राम्रो होला जस्तो लाग्छ।,KP Oli,election_data.csv,comment,deva
नेपालीहरुले चिन्न नसकेको हिरा केपी हुन् 🙏,KP Oli,election_data.csv,comment,deva
Nepal’s only visionary and witty leader: kp oli,KP Oli,election_data.csv,comment,latin
तिमिहरुले देशै लुटेर खाने जनताको खुन चुसेर खाने जनताको हत्या गर्नेहरु चाहिँ क्रान्तिकारी हुन सक्ने स्याऊ सुन्तला चोरेर खाने चाहिँ क्रान्तिकारी नभएर अपराधि हुने??,KP Oli,election_data.csv,comment,deva
Long live kp baa ❤❤,KP Oli,election_data.csv,comment,latin
सेरेलाई गर्नु पर्ने भौतिक र शारीरिक लात त यसलाई गर्नु पर्ने गल्ति गरेको हो के केटाहरुले,KP Oli,election_data.csv,comment,deva
Yo muji media kp ko jhole ho,KP Oli,election_data.csv,comment,latin
गोदि मिडीया 😅😂😂,KP Oli,election_data.csv,comment,deva
"&quot;निर्णायक राष्ट्रिय शक्ति निर्माणको संकल्प : समृद्ध नेपाल र सुखी नेपाली हाम्रो गन्तव्य&quot;<br><br><br>देशलाई अगाडि बढाउने, स्वाभिमान उठाउने र राष्ट्रिय हितलाई सर्वोपरि राख्ने शक्ति आज आवश्यक छ। यही संकल्पसहित नेकपा एमालेले ११ औँ राष्ट्रिय महाधिवेशनमा समृद्ध नेपाल, सुखी नेपाली को मार्गचित्र कोरेको छ—कागजमा होइन, व्यवहारमा।<br><br>तर देश विकासको बाटो हिँडिरहँदा भदौ २३–२४ गते  GenZ नामको नारा लगाएर केही नक्कली GenZ नकावधारि विदेशी दलाल–शरणार्थीहरूले<br>सिंहदरबारदेखि सर्वोच्च अदालत, राष्ट्रपति कार्यालयदेखि सरकारी संरचना र ब्यक्तिगत सम्पत्ति <br>जलाउने, तोडफोड गर्ने,<br>लुटपाटको संस्कृति ल्याउने<br>दुई दिनको नाङ्गो खेल देखाए।<br><br>व्यंग्य त के भन्नु —<br>त्यतिबेला &quot;कानुन–कानुन&quot; भन्ने शुसिला कार्की सरकार आजसम्म पनि ती अपराधीलाई कानुनी दायरामा तान्न नसकेर उनीहरूलाई अझै शिर ठाडो बनाएर हिडाउन व्यस्त छ!<br>यो हो हाम्रो न्यायको विडम्बना।<br><br>यद्यपि नेपाली जनताले यस्ता नाटक धेरै देखें।<br>देश चलाउने जिम्मेवारी लिनेलाई जनताले कामको आधारमा हेरिरहेका छन्—<br>त्यही कारण केपी शर्मा ओली प्रति आज पनि विश्वास उस्तै छ।<br>किनकि उनका काम बोल्छन्—<br><br>• कोरोना महामारीमै निजामतीदेखि स्वास्थ्य संरचना विस्तार<br>• प्रत्येक स्थानीय तहमा अस्पताल, पूर्वाधार र सडक विकास<br>• तुइन मुक्त नेपाल अभियान<br>• राष्ट्रिय गौरवका आयोजना अघि बढाउने साहस<br>• विद्युतीय उत्पादन, रेल, जलस्रोत र डिजिटल नेपालतर्फ ठोस कदम<br>• राष्ट्रिय स्वाभिमानमा सम्झौता नगर्ने दृढता<br><br>यी कामले एमालेलाई एउटा नारा मात्र होइन—<br>निर्णायक राष्ट्रिय शक्ति को रुपमा उभ्याइरहेको छ।<br><br>आज प्रश्न उठ्छ—<br>देश जलाउनेहरू किन अझै स्वतन्त्र?<br>देश बनाउनेहरू किन सधैँ निशानामा?<br><br>उत्तर सरल छ :<br>राष्ट्रिय शक्तिलाई लक्ष्य बनाउनेहरू बाहिर–भित्र दुवै खाले छन्।<br>तर जनताले मनमा राखेको दिशा स्पष्ट छ—<br>विकास, स्थिरता, स्वाभिमान।<br><br>त्यही भएर —<br>समृद्ध नेपाल, सुखी नेपाली<br>अब केवल नारा होइन,<br>नयाँ पुस्तादेखि पुराना पुस्तासम्मको साझा राष्ट्रिय आकांक्षा हो।<br><br>-नेकपा एमाले जिन्दावाद ।।",KP Oli,election_data.csv,comment,mixed
डेमोक्रेसिमा सबै हुनु तर सुसिला कार्कि जस्तो प्रधानमन्त्री नहुनु😅😅😅😅😅,KP Oli,election_data.csv,comment,deva
Jenji le kehi huana Pani ko Pani ho Pani boknere aaja aayra teshto😢😢😢😢,KP Oli,election_data.csv,comment,latin
Juna jogi aaya Pani kanchireko kp oli Lai bichar garnu parcha hoiii,KP Oli,election_data.csv,comment,latin
Yo patrukar oli ko jhole ho,KP Oli,election_data.csv,comment,latin
देशमा यी जनताबाट तिरस्कृतहरुको राम्रो सुशासन ल्याएको भए देशले क्षती व्यहोर्दैन थियो।,KP Oli,election_data.csv,comment,deva
Muji pata papi buda,KP Oli,election_data.csv,comment,latin
"तिम्रो मुस्कान हेर्दा, मौसमले नै आफ्नो रंग फेर्छ,<br>मौन रातहरू पनि अचानक कविता बन्छन्।<br>ओली, तिम्रो नजरमा एउटा यस्तो जादू छ—<br>जहाँ पुग्नासाथ मनका सबै तुफान हराउँछन्।<br><br>तिमी बोल्दा हावाले पनि सुनिन्छु भन्न खोज्छ,<br>शब्दहरू तिमी वरिपरि फूलझैँ झर्छन्।<br>नजिक हुँदा एउटा अनौठो धड्कन चल्छ—<br>जसले भन्छ, “यही नै हो हृदयले खोजेको स्पर्श।”<br><br>तिमी टाढा हँुदा पनि, मन भने नटाढिने,<br>तिम्रो यादले रातभर बत्तीझैँ बलिरहन्छ।<br>जस्तै कुनै सुरक्षित काख—<br>जसमा हृदयले आफूलाई शान्त भएर हराइदिन्छ।<br><br>तिमीलाई हेरेर म बुझ्छु,<br>प्रेम शब्दमा होइन—<br>कसैको उपस्थितिले<br>जीवन नै न्यानो हुने रहेछ।",KP Oli,election_data.csv,comment,mixed
बृद्धवालक,KP Oli,election_data.csv,comment,deva
"&quot;त्यत्रो ७० जना मरेपछि २३ गते नै राजीनामा दिएको भए, भोलिपल्ट त्यो घटना हुँदैन थियो। २३ गतेको मात्र होइन, २४ गतेको घटनाको सम्पूर्ण जिम्मेवार पनि केपी नै हुन्, बुझिस् कुकुर! त्यत्रो मान्छे मर्दा पनि बालुवाटारमा मस्ती गरेर बसेको नतिजा होइन र यो? यो कुरा जोकसैले बुझेको छ। केपी सरकारले त्यत्रो मान्छे मारेपछि भोलिपल्ट त्यसको नतिजा देखिन्छ भन्ने कुरा स्पष्ट थियो। यसको जिम्मा लिने मात्र होइन, ओलीलाई त &#39;इन्काउन्टर&#39; नै गरिदिनुपर्छ, नत्र यिनलाई ज्ञान आउँदैन।&quot;",KP Oli,election_data.csv,comment,mixed
"राम्रो काम को जस आफुले लिने , दोष जति अरुलाई बोकाउने केपी ओली को पुरानै रोग हो निको कहिल्यै हुँदैन।",KP Oli,election_data.csv,comment,deva
"Congress chai chuikka boldo Rainxa ...j kurama...pani chor parti raixa , ma congress thiya aba haina",KP Oli,election_data.csv,comment,latin
"KP Ba You are great leader, go ahead we always with you.",KP Oli,election_data.csv,comment,latin
Worthless interview,KP Oli,election_data.csv,comment,latin
Raj sasta is most important in nepal,KP Oli,election_data.csv,comment,latin
K khaalko patrukaar ho yo? Guff gareko ho ki interview liyeko hos????? Kina question garnu nasakeko?????,KP Oli,election_data.csv,comment,latin
"यि पत्रकार पार्टीको दासहरुले जनताको प्रस्न गर्छन भन्ने भ्रममा नपरौ,यिनीहरुले त यिनीहरुको मालिकलाइ जनताको नजरमा छारोहालेर चोख्याउना ल्याएका हुन्,तर तिमीहरूको दाल गर्ने वाला छैना,अस्ती भर्खर काङ्ग्रेसको नेता सुनील शर्माले सार्वजनिक सुनुवाइमा भनेको छ कि सबै न्यायलयमा काङ्ग्रेस,एमालेको बफादार माहा झोले हनुमानहरुलाइ न्यायाधीश बनायको छ भनेर अनी यो पार्टी को भन्दा अरुले न्याय पाउछ??? थोरै सम्मान चाहाने भय अब कति बाच्छौ घरमा आरम गरेर बस थोरै भयपनी पाप कट्टी हुन्छ।",KP Oli,election_data.csv,comment,deva
"एउटा कथा पढेको थिय मैले,जस्मा दुइजना नेता हुन्छन,एकजना पढेलेखेको बुद्धिजीवी हुन्छ र अर्का माहा मुर्ख हुन्छ,पढेलेखेको ले भन्छ मलाई नेता बनाउ म सबैलाई लुट्ना,भ्रष्टाचार गर्ने सबै अपराध गर्न छुट दिन्छु र अर्का बुद्धिजीवीले भन्छ मलाई जिताउ म तिमीहरूलाइ क्षमता अनुसार काम दिन्छु तर सबै लुटेराले मुर्खलाइ जितायछन्,त्यो मुर्ख केपी ओली हो,,,न यस्को पढाइ लेखाइ छ,न स्वास्थ्य राम्रो न उमेर छ,न भविष्यको चिन्ता छ,अपुतालीलाइ केको मतलब? न यो राम्रो संस्कारमा हुर्केको हो,अनपढ,गवार,बुद्धि विवेकहीन,बृद्वा,हत्यारा,अपराधीले देशको बिकास जनताको हित गर्नु र गोरु ब्याउनु एउटै हो,यस्लाइ साथ दिने सबै लुटेरा,भ्रष्ट,अपराधी,बलत्कारी,माहा मुर्ख,दृशद्रोहीहरु हुन्,जुन व्याबाहारमा छर्लङ्ग छ।",KP Oli,election_data.csv,comment,deva
"Jhole patrakar ,",KP Oli,election_data.csv,comment,latin
Oli ba tapaiko jun sukai interview heryo jhan janta aakrosit hunxan itehaas kai jhur pm maa ganenu hunxa,KP Oli,election_data.csv,comment,latin
Long live KP Oli 🤘,KP Oli,election_data.csv,comment,latin
Great leader❤,KP Oli,election_data.csv,comment,latin
केपी बा I love yo धेरै राम्रो लाग्यो यो अन्तरवार्ता,KP Oli,election_data.csv,comment,mixed
Does Ex-Prime Minister Khadga Prasad Oli think that the vicious cycle of the institutionalized bribery at every agency of the state was constitutional according to the constitution of the federal republic of Nepal ?,KP Oli,election_data.csv,comment,latin
He is a great leader,KP Oli,election_data.csv,comment,latin
नेपाल र नेपालीको सुन्दर भविष्य निर्माण गर्ने एक राष्ट्रनाय के पी ओली।,KP Oli,election_data.csv,comment,deva
कानुन सबै तिमिगरुको कब्जामा छ के कानुनि उपचार खोज्नु,KP Oli,election_data.csv,comment,deva
ठिक त केपी ओली रैछन्। केपीको बहिर्गमन पछि विदेशी चलखेलले प्रमाणित भयो। केपी आउ देश बचाउ।❤❤❤,KP Oli,election_data.csv,comment,deva
oli lai tel lagauna gaako ki interview lina gako?,KP Oli,election_data.csv,comment,latin
kp ba jindabad❤❤❤❤,KP Oli,election_data.csv,comment,latin
"<a href=""https://www.youtube.com/watch?v=1qhQ4BPE9No&amp;t=3213"">53:33</a>",KP Oli,election_data.csv,comment,latin
"<a href=""https://www.youtube.com/watch?v=1qhQ4BPE9No&amp;t=2636"">43:56</a>",KP Oli,election_data.csv,comment,latin
